index,name,artist,release_date,length,popularity,danceability
4630,Land of Hopes and Dreams,The Hit Co.,2006,4.749733333,0,0.599
4631,Burn for You,John Farnham,1990,3.548883333,45,0.547
4632,Tattoo,Van Halen,2012,4.717333333,37,0.497
4633,Looking For A Place To Happen - Remix,The Tragically Hip,2005,4.536216667,32,0.57
4634,Becoming the Bull,Atreyu,2007,3.676666667,55,0.488
4635,Good Golly Miss Molly,Creedence Clearwater Revival,1969,2.69755,52,0.566
4636,Blue Money - 1999 Remaster,Van Morrison,1970,3.801766667,30,0.665
4637,Hole In My Shoe,Traffic,1967,3.0211,37,0.493
4638,Dark Star,"Crosby, Stills & Nash",1977,4.761766667,54,0.663
4639,Fire on the Mountain - 2013 Remaster,Grateful Dead,1978,3.816816667,55,0.788
4640,I Like It,Foxy Shazam,2012,2.80155,33,0.517
4641,Tip Of My Tongue,Diesel,1992,4.244,58,0.658
4642,Twisting the Night Away,Audio Idols,2012,3.275783333,0,0.385
4643,One Million Ways - Single Version,The Adults,2012,3.371666667,2,0.517
4644,Cat's in the Cradle,Harry Chapin,1974,3.71585,65,0.489
4645,99 Red Balloons,Nena,1984,3.844433333,52,0.709
4646,Telstar,The Tornadoes,2014,3.3367,14,0.209
4647,The Bird and the Worm,The Used,2007,3.750666667,59,0.299
4648,Electric Avenue (Made Famous by Eddie Grant),Cardio Workout Crew,2011,3.307266667,10,0.91
4649,Bicycle Race - Remastered 2011,Queen,1978,3.01355,54,0.429
4650,Hand in My Pocket - 2015 Remaster,Alanis Morissette,1995,3.700216667,66,0.657
4651,Feel Like I Do,Drowning Pool,2010,3.552216667,39,0.378
4652,"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",The Rolling Stones,1967,2.566666667,39,0.373
4653,Good Lovin' - 2013 Remaster,Grateful Dead,1978,4.8557,46,0.699
4654,Into The Ocean,Blue October,2007,3.993333333,39,0.752
4655,Oildale (Leave Me Alone),Korn,2010,4.718216667,43,0.3
4656,Diamonds on the Soles of Her Shoes,Paul Simon,1986,5.821333333,64,0.791
4657,Born to Be Alive,Patrick Hernandez,1978,3.13555,67,0.704
4658,Trapped Again,Southside Johnny And The Asbury Jukes,1976,4.2651,31,0.599
4659,Cathy's Clown,You Am I,1995,2.417766667,37,0.419
4660,Dizzy Miss Lizzy - Remastered 2009,The Beatles,1965,2.941766667,48,0.373
4661,Since I Don't Have You,Various Artists,2013,2.6475,48,0.304
4662,Ten Thousand Fists,Disturbed,2005,3.534,64,0.54
4663,Sweet Disposition,The Temper Trap,2009,3.906,70,0.542
4664,Prison Sex,TOOL,1993,4.938666667,59,0.49
4665,Don't Stop,Chilliwack,1984,4.058216667,24,0.774
4666,Yankee Rose,David Lee Roth,1986,3.911766667,54,0.583
4667,Mercury Blues,Steve Miller Band,1976,3.7171,40,0.632
4668,A New Day Yesterday - 2001 Remaster,Jethro Tull,1969,4.148433333,36,0.256
4669,Signals Over The Air,Thursday,2003,4.17,40,0.434
4670,Dreams I'll Never See,Molly Hatchet,1978,7.1,51,0.637
4671,Wah-Wah - Remastered 2014,George Harrison,1970,5.629333333,52,0.36
4672,Make You a Believer,Sass Jordan,1992,4.716666667,38,0.392
4673,Fooled Around And Fell In Love,Elvin Bishop,1975,4.6,61,0.633
4674,Live It Up,Mental As Anything,1979,3.7971,54,0.671
4675,Darlene - Remaster,Led Zeppelin,1982,5.111333333,32,0.39
4676,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,1970,7.419766667,67,0.399
4677,Kings And Queens,Thirty Seconds To Mars,2009,5.794433333,64,0.293
4678,Say,Low Level Flight,2007,3.27755,7,0.491
4679,Thorn in My Side - Remastered Version,Eurythmics,1986,4.223333333,59,0.663
4680,One - Single Version,Three Dog Night,1968,3.0971,49,0.55
4681,One Night in Bangkok,Murray Head,1980,3.934433333,57,0.892
4682,Ready to Die,The Checks,2011,3.3417,16,0.57
4683,Put the Message In the Box,World Party,1990,4.274433333,44,0.591
4684,Pinch Me,Barenaked Ladies,2000,4.752666667,59,0.68
4685,I Honestly Love You,Olivia Newton-John,1998,4.102433333,32,0.637
4686,I Put A Spell On You,Creedence Clearwater Revival,1968,4.529766667,61,0.391
4687,"A Quick One, While He's Away - Mono Version",The Who,1966,9.186,33,0.396
4688,This Is The New Shit,Marilyn Manson,2003,4.327766667,61,0.566
4689,Seven Bridges Road - Live; 1999 Remaster,Eagles,1980,3.077333333,57,0.356
4690,Black Balloon,The Goo Goo Dolls,1998,4.158883333,59,0.339
4691,Death or Glory - Remastered,The Clash,1979,3.916666667,50,0.677
4692,Love You All,54-40,1996,4.4711,19,0.599
4693,The People That We Love,Bush,2001,4.02955,42,0.471
4694,Even When I'm Sleeping,Leonardo's Bride,1996,3.9111,46,0.653
4695,The Violence of Action,Cairo Knife Fight,2011,8.5491,9,0.199
4696,Heart Of Stone - Stereo Version / Remastered 2002,The Rolling Stones,1965,2.818216667,38,0.581
4697,White Lies,Grindhouse Hotel,2019,5.03395,0,0.275
4698,Here It Goes Again,OK Go,2005,2.996883333,64,0.537
4699,Well Enough Alone,Chevelle,2007,4.314883333,50,0.484
4700,I Just Want To Celebrate,Rare Earth,1971,3.626,45,0.435
4701,Wish You Well,Bernard Fanning,2005,2.518883333,48,0.73
4702,Gideon,My Morning Jacket,2005,3.6511,38,0.396
4703,How to Save a Life,The Fray,2005,4.37555,81,0.64
4704,Take It So Hard - Live,Keith Richards,2020,4.463333333,31,0.485
4705,I Guess That's Why They Call It The Blues,Elton John,1983,4.75555,67,0.673
4706,Hurting Kind (I've Got My Eyes on You) - 2006 Remaster,Robert Plant,1990,4.186,37,0.524
4707,Weeping Widow,April Wine,1973,3.9551,28,0.496
4708,R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,1985,2.906,60,0.432
4709,Something So Strong,Crowded House,1986,2.85955,44,0.578
4710,"Oh, Atlanta - 2009 Remaster",Bad Company,1979,4.093333333,30,0.641
4711,Hold On,Santana,1983,4.350433333,52,0.671
4712,Throwing Stones - 2013 Remaster,Grateful Dead,1987,7.354816667,33,0.564
4713,Stay Free - Remastered,The Clash,1978,3.676433333,44,0.517
4714,A Woman in Love (It's Not Me) - Live,Tom Petty and the Heartbreakers,2009,5.710433333,23,0.406
4715,Right On Track,Breakfast Club,1987,4.282433333,43,0.763
4716,"I Know You Rider - Live in Paris, 1972; 2001 Remaster",Grateful Dead,2001,5.057333333,43,0.355
4717,The Outsider,A Perfect Circle,2003,4.1,63,0.328
4718,I Want Your Love,Transvision Vamp,1988,3.498433333,45,0.465
4719,The Ballad of Billy the Kid,Billy Joel,1973,5.729333333,47,0.408
4720,Down,Stone Temple Pilots,1999,3.816,47,0.411
4721,Talk Talk,The Music Machine,1966,1.968883333,30,0.684
4722,Into the Night (feat. Chad Kroeger),Santana,2007,3.707333333,60,0.595
4723,Can't Get It out of My Head,Electric Light Orchestra,1974,4.357766667,52,0.226
4724,Echo,Trapt,2002,4.19555,50,0.529
4725,Judy Is a Punk - 2016 Remaster,Ramones,1976,1.541333333,51,0.232
4726,The Kid Is Hot Tonite,Loverboy,1980,4.482666667,48,0.567
4727,Jenny Says,Cowboy Mouth,1996,3.376433333,44,0.528
4728,Shakin',Eddie Money,1983,3.13,56,0.614
4729,Hey Baby,No Doubt,2001,3.450666667,51,0.705
4730,Not Fade Away - Mono Version,The Rolling Stones,1964,1.795333333,40,0.75
4731,Make Me Wanna Die,The Pretty Reckless,2010,3.92755,60,0.495
4732,High Fiving Mf (Live),Local H,2018,6.334716667,9,0.264
4733,Don't Lose My Number - 2016 Remaster,Phil Collins,1985,4.8091,59,0.585
4734,I'll Be Here Awhile,311,2001,3.494883333,50,0.638
4735,Didn't Want to Fall in Love,the feelers,2011,3.877333333,15,0.417
4736,She Loves My Automobile,ZZ Top,1979,2.3851,29,0.574
4737,Dirt Room,Blue October,2009,3.406,28,0.526
4738,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),13th Floor Elevators,2010,2.445616667,52,0.428
4739,She's so High,Tal Bachman,1999,3.744883333,71,0.537
4740,Big Log - 2006 Remaster,Robert Plant,1983,5.08,60,0.554
4741,Open Up Your Eyes,Tonic,1996,3.674883333,46,0.438
4742,From The Sea,Eskimo Joe,2004,3.381766667,52,0.587
4743,I'm Free,The Who,1969,2.6534,42,0.623
4744,On The Hunt,Lynyrd Skynyrd,1975,5.474433333,50,0.599
4745,Nineteen Hundred And Eighty Five - Remastered 2010,Wings,1973,5.530883333,50,0.528
4746,Is Anybody Home?,Our Lady Peace,1999,3.633333333,44,0.442
4747,SWLABR,Cream,2004,2.528,41,0.549
4748,Tell Me It's Not Over,Starsailor,2009,3.388666667,37,0.47
4749,When the River Runs Dry,Hunters & Collectors,2003,5.022666667,31,0.669
4750,Roll Me Away,Bob Seger,1982,4.65955,53,0.504
4751,Movies,Alien Ant Farm,2001,3.261766667,58,0.55
4752,Respectable - Remastered,The Rolling Stones,1978,3.124,41,0.452
4753,Cadillac Ranch,Bruce Springsteen,1980,3.05155,44,0.602
4754,Midnight Special,Creedence Clearwater Revival,1969,4.2311,62,0.763
4755,Fall For You (Single Mix),The Whitlams,2017,3.811766667,18,0.554
4756,Shame,Stabbing Westward,1994,4.863766667,43,0.489
4757,Suddenly Last Summer,The Motels,1983,3.608883333,42,0.725
4758,49 Bye-Byes - 2005 Remaster,"Crosby, Stills & Nash",1969,5.084883333,37,0.611
4759,Run for Your Life,The Fray,2012,3.982216667,34,0.405
4760,I'm Not Over,Carolina Liar,2008,3.360433333,47,0.533
4761,Sausalito Summernight,Diesel,2000,5.156216667,46,0.629
4762,Shadow People,Dr. Dog,2010,4.218216667,51,0.434
4763,The Clincher,Chevelle,2004,3.729116667,54,0.263
4764,Let It Go - Bonus Track,I Am Giant,2014,4.701333333,6,0.395
4765,Sink the Pink,AC/DC,1986,4.223333333,43,0.466
4766,Coconut,Harry Nilsson,1971,3.862216667,58,0.653
4767,Ramblin' Gamblin' Man,Bob Seger,1969,2.421833333,62,0.601
4768,Finish What Ya Started,Van Halen,1988,4.38555,50,0.779
4769,Panama Red,New Riders of the Purple Sage,1973,2.768216667,29,0.564
4770,E-Pro,Beck,2005,3.372666667,55,0.624
4771,Make Believe,TOTO,1982,3.718883333,49,0.659
4772,She's Got Issues,The Offspring,1998,3.810883333,55,0.641
4773,She Came In Through The Bathroom Window,Joe Cocker,1969,2.606216667,48,0.563
4774,Barely Listening,Pilot Speed,2006,4.047766667,22,0.422
4775,Do You Wanna Touch Me - Live,Joan Jett & The Blackhearts,2020,4.335133333,5,0.23
4776,Two Of Us - Remastered 2009,The Beatles,1970,3.61355,54,0.726
4777,"Ain't Good Enough for You (NYC, 78)",Bruce Springsteen,2010,4.038666667,34,0.543
4778,"Diamonds, Diamonds",Max Webster,2017,3.332666667,16,0.652
4779,Empty Arms,Stevie Ray Vaughan,1983,3.4811,38,0.347
4780,"Baby, You're A Rich Man - Remastered 2009",The Beatles,1967,3.021766667,58,0.619
4781,Get Naked,Methods of Mayhem,1999,3.3611,44,0.78
4782,Holiday,Vampire Weekend,2010,2.304883333,48,0.717
4783,Thugs,The Tragically Hip,1994,4.722666667,29,0.517
4784,Put Your Lights On (feat. Everlast),Santana,1999,4.79155,54,0.606
4785,Juke Box Music,The Kinks,1977,5.528666667,8,0.427
4786,Hey You - Live,The Quireboys,1990,3.3491,29,0.62
4787,Night in My Veins,Pretenders,1994,3.294433333,32,0.531
4788,She Ain't Pretty,The Northern Pikes,1990,2.72955,46,0.623
4789,Children Of The Sun,Billy Thorpe,1979,6.74155,44,0.326
4790,A Favor House Atlantic,Coheed and Cambria,2003,3.911766667,58,0.294
4791,Birthday - Remastered 2009,The Beatles,1968,2.718,53,0.541
4792,Rip Off,Various Artists,2020,3.694433333,0,0.228
4793,Silenced By The Night [Alesso vs. Keane] - Alesso Remix,Keane,2012,6.218733333,36,0.563
4794,Sacrament Of Wilderness,Nightwish,1998,4.202216667,40,0.431
4795,Rockin' Down the Highway,The Doobie Brothers,1972,3.326,44,0.581
4796,Feelin' Alright?,Traffic,1968,4.293333333,53,0.468
4797,Theme for an Imaginary Western,Mountain,1970,5.128433333,34,0.325
4798,Brother - With vocals,Pearl Jam,1991,3.998216667,29,0.425
4799,Long Stick Goes Boom,Krokus,1982,5.212666667,39,0.442
4800,Ball and Chain,Big Brother & The Holding Company,1968,9.466216667,53,0.398
4801,19th Nervous Breakdown - Mono Version,The Rolling Stones,1971,3.94,50,0.477
4802,Feeling This,blink-182,2003,2.877416667,66,0.411
4803,Follow Your Daughter Home,The Guess Who,1999,3.672616667,23,0.648
4804,I'm Not Gonna Teach Your Boyfriend How to Dance with You,Black Kids,2008,3.628433333,45,0.478
4805,Local Girls,Graham Parker,1979,3.62555,26,0.685
4806,A World Without Heroes - Live,KISS,1996,2.9631,33,0.592
4807,Don't Ask Me No Questions,Lynyrd Skynyrd,1974,3.446666667,50,0.622
4808,The Energy,Audiovent,2002,4.22,41,0.429
4809,Bring On The Night,The Police,1979,4.25355,54,0.727
4810,Tonight,Seether,2011,3.73445,48,0.59
4811,I Dare You,Shinedown,2005,3.900883333,50,0.55
4812,If You Dare,AC/DC,1990,3.306,42,0.45
4813,Cathedral,"Crosby, Stills & Nash",1977,5.293766667,37,0.426
4814,I Believe,Blessid Union Of Souls,1995,4.45745,47,0.491
4815,Dark Horses,Switchfoot,2011,3.972483333,40,0.434
4816,Quicksand,Finger Eleven,1998,4.103333333,28,0.343
4817,New York Groove,Ace Frehley,1978,3.06155,59,0.826
4818,Blue Lady,Hello Sailor,1996,3.897766667,44,0.435
4819,"Vermillion, Pt. 2",Twinkle Twinkle Little Rock Star,2013,4.237983333,20,0.616
4820,Rain (2009 Remaster),The Cult,1985,3.95355,53,0.543
4821,That Old Black Hole,Dr. Dog,2012,3.351333333,39,0.53
4822,Til I Hear It From You,Gin Blossoms,1996,3.874433333,53,0.578
4823,Oh! Darling - Remastered 2009,The Beatles,1969,3.454,67,0.422
4824,Wax Ecstatic (To Sell Angelina),Sponge,1996,4.14355,40,0.464
4825,It Doesn't Matter Anymore,Buddy Holly,2005,2.062433333,50,0.629
4826,Angels Of The Silences,Counting Crows,1996,3.622,41,0.298
4827,"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,1984,5.80555,6,0.612
4828,Down on the Street - 2005 Remaster,The Stooges,1970,3.729333333,46,0.591
4829,Death Defy,Motor Ace,2001,4.329733333,29,0.448
4830,Say This Sooner,The Almost,2007,3.236666667,50,0.572
4831,É Proibido Fumar - Versão remasterizada,Roberto Carlos,1964,2.53,41,0.544
4832,Grey Seal - Remastered 2014,Elton John,1973,4.0021,44,0.452
4833,Starlight (feat. Myles Kennedy),Slash,2010,5.454666667,33,0.45
4834,Rock Bottom - 2007 Remaster,UFO,1974,6.488883333,55,0.256
4835,Wait,White Lion,1987,4.013333333,46,0.426
4836,Rudy,Supertramp,1974,7.347216667,40,0.426
4837,Always The Sun - Sunny Side Up Mix,The Stranglers,1990,4.050883333,54,0.561
4838,Not Over You,Gavin DeGraw,2011,3.642,71,0.63
4839,"Because the Night - Live at Nassau Coliseum, Uniondale, NY - December 1980",Bruce Springsteen,1986,5.310433333,52,0.252
4840,Push It,Static-X,1999,2.581766667,64,0.557
4841,The Golden Mile,The Babys,1977,5.060216667,15,0.306
4842,As the Years Go By,Various Artists,1990,3.75155,12,0.447
4843,Blackened (Remastered),Metallica,1988,6.702383333,55,0.435
4844,Your Touch,The Black Keys,2006,2.709766667,47,0.531
4845,Living After Midnight,Judas Priest,1980,3.502216667,64,0.61
4846,Sick of Myself,Matthew Sweet,1995,3.642666667,32,0.433
4847,Hold Me Down,Minus the Bear,2010,4.13,30,0.548
4848,Ballad of a Thin Man,Bob Dylan,1965,5.9451,54,0.473
4849,Let's Dance to Joy Division,The Wombats,2007,3.188216667,65,0.397
4850,Price to Play,Staind,2003,3.587766667,42,0.41
4851,Don't Go Away Mad (Just Go Away),Mötley Crüe,1989,4.674216667,56,0.287
4852,Tall Cool One - 2006 Remaster,Robert Plant,2007,4.642,42,0.614
4853,For the First Time,The Script,2010,4.207333333,67,0.393
4854,Fortune Faded,Red Hot Chili Peppers,2003,3.354433333,59,0.524
4855,My Body,Young the Giant,2011,4.073333333,64,0.488
4856,Spanish Train,Chris de Burgh,1975,5.047766667,43,0.413
4857,Beautiful,10 Years,2008,3.264883333,49,0.499
4858,Police On My Back - Remastered,The Clash,1980,3.282,50,0.554
4859,Right Now,Korn,2003,3.166,56,0.564
4860,Sundown,Elwood,2000,3.987766667,36,0.713
4861,Mistral Wind,Heart,1978,6.71555,31,0.31
4862,When The Lady Smiles,Golden Earring,1984,5.6671,57,0.704
4863,Five Long Years,Colin James,1988,4.636216667,39,0.568
4864,The Last Worthless Evening,Don Henley,1989,6.03955,36,0.729
4865,"There, There",Radiohead,2003,5.393333333,58,0.614
4866,Let Down - Live,Dead By Sunrise,2009,4.0834,22,0.455
4867,No One to Depend On,Santana,1971,5.522216667,44,0.576
4868,Not Falling,Mudvayne,2002,4.06555,51,0.438
4869,Nirvana,Elemeno P,2003,2.488216667,23,0.528
4870,Spaceman Remix,Bif Naked,2008,4.024166667,33,0.693
4871,St. Stephen - 2013 Remaster,Grateful Dead,1969,4.458433333,45,0.394
4872,Silver Lining,Garfunkel and Oates,2012,1.829316667,21,0.708
4873,Helen Wheels,Paul McCartney,2001,3.747333333,32,0.401
4874,Flaws,Bastille,2013,3.646666667,50,0.57
4875,I'm In You,Peter Frampton,1977,4.166666667,46,0.33
4876,High School Confidential,Jerry Lee Lewis,2013,2.489333333,31,0.629
4877,Sweet Fire Of Love,Robbie Robertson,1987,5.278433333,27,0.586
4878,Try (Just a Little Bit Harder),Janis Joplin,2009,3.924883333,47,0.622
4879,Wheels,Foo Fighters,2009,4.636883333,63,0.426
4880,Tear Away,Drowning Pool,2001,4.236666667,62,0.611
4881,Closer To The Edge,Thirty Seconds To Mars,2009,4.557766667,58,0.502
4882,(Wish I Could Fly Like) Superman,The Kinks,1979,3.616133333,41,0.773
4883,Jingo,Santana,1969,4.3511,45,0.491
4884,Bartender,(Hed) P.E.,1997,4.014666667,49,0.666
4885,Seven Seas Blues,Monster Truck,2011,3.7339,34,0.24
4886,Call the Doctor,Black River Drive,2014,3.604883333,12,0.51
4887,Far Away Eyes - Remastered,The Rolling Stones,1978,4.399333333,45,0.667
4888,You Had Time,Ani DiFranco,1994,5.816666667,36,0.51
4889,Fanfare for the Common Man - Single Edit,"Emerson, Lake & Palmer",1994,2.989333333,48,0.376
4890,Tremor Christ - Remastered,Pearl Jam,1994,4.176666667,41,0.546
4891,Take It On Faith,Matt Mays,2012,4.44825,39,0.379
4892,Radioactive,Kings of Leon,2010,3.436433333,60,0.408
4893,Head over Feet - Live / Unplugged,Alanis Morissette,1999,4.376,54,0.421
4894,Midlife Crisis,Faith No More,1992,4.3311,59,0.669
4895,Between Angels And Insects,Papa Roach,2001,3.907766667,65,0.519
4896,Eyes Of The Insane,Slayer,2006,3.382216667,37,0.532
4897,It Don't Come Easy,Ringo Starr,1973,3.072216667,54,0.609
4898,Free,Vast,2000,3.121766667,28,0.449
4899,Little Willy,Sweet,2010,3.204883333,44,0.662
4900,This Love,Bad Company,1986,4.10955,18,0.539
4901,Sir Duke,Stevie Wonder,1976,3.90155,0,0.576
4902,Disposable Teens,Marilyn Manson,2000,3.0251,56,0.3
4903,Blue Bayou,Linda Ronstadt,1977,3.989983333,64,0.732
4904,Flowing,Lucas Delphy,2020,2.185266667,61,0.2
4905,Hot Hot Hot!!!,The Cure,1987,3.570666667,34,0.745
4906,Get Up,Sleater-Kinney,1999,3.773333333,26,0.508
4907,Love Hurts,Roy Orbison,1962,2.44555,44,0.496
4908,The Lost Art Of Keeping A Secret,Queens of the Stone Age,2010,3.600216667,54,0.549
4909,Don't Fight It,Red Rider,1980,4.343333333,25,0.516
4910,Both Sides Now,Judy Collins,2001,3.264,46,0.352
4911,I Hate My Generation,Cracker,1996,2.948883333,21,0.564
4912,Getting In Tune,The Who,1971,4.80755,41,0.369
4913,Forever Tuesday Morning,The Mockers,2012,3.688,33,0.582
4914,Veteran of the Psychic Wars,Blue Öyster Cult,1981,4.826433333,49,0.453
4915,Keep Talking,Pink Floyd,1994,6.177766667,50,0.496
4916,Bigger Than Us,White Lies,2010,4.764,20,0.319
4917,Disappear,Hoobastank,2003,5.102216667,42,0.411
4918,All Those Years Ago - Remastered 2004,George Harrison,1981,3.788666667,54,0.555
4919,Hands Down,Dashboard Confessional,2003,3.114433333,62,0.463
4920,Take It On The Run - Remastered,REO Speedwagon,2019,4.495283333,7,0.348
4921,Another Perfect Day,American Hi-Fi,2001,3.638433333,32,0.335
4922,Dope Nose,Weezer,2002,2.29,44,0.416
4923,Life Won't Wait,Ozzy Osbourne,2010,5.113766667,39,0.466
4924,All That I've Got,Various Artists,2020,3.840433333,3,0.339
4925,Nothing's Gonna Change My Love For You,Glenn Medeiros,1986,3.859766667,64,0.449
4926,Show Me The Way,Styx,1990,4.61955,48,0.245
4927,Don't Bring Me Down (Bonus Track),The Animals,1966,3.27755,35,0.53
4928,Alive With the Glory of Love,Say Anything,2005,4.252916667,58,0.338
4929,Lost in You,Three Days Grace,2009,3.880216667,57,0.434
4930,Lithium,Evanescence,2006,3.7351,62,0.483
4931,Get Stoned,Hinder,2005,3.639766667,47,0.448
4932,Cold Contagious - Remastered,Bush,1996,6.0011,32,0.464
4933,Go To Sleep,Radiohead,2003,3.358433333,50,0.288
4934,Tin Soldier,Streetheart,2019,3.16155,14,0.406
4935,Black Jesus,Everlast,2000,4.69355,48,0.739
4936,Venus And Mars / Rock Show / Jet - Live / Remastered,Paul McCartney,1976,10.34576667,32,0.331
4937,California - Demo,Phantom Planet,2001,3.258883333,42,0.394
4938,Everybody Wants You - Remastered 1995,Billy Squier,1995,3.788883333,34,0.531
4939,Give It a Whirl - Live at Acropolis,Sivert Høyem,2017,5.681333333,18,0.263
4940,Amazing Journey,The Who,1969,5.070133333,35,0.437
4941,Dirty Creature,Split Enz,1982,4.038883333,23,0.613
4942,Big Casino,Jimmy Eat World,2007,3.678883333,44,0.491
4943,The Only Exception,Paramore,2009,4.460883333,70,0.452
4944,Ain't No Cure For Love - Digitally Remastered,Jennifer Warnes,1987,3.36,30,0.798
4945,Gimme Back My Bullets,Lynyrd Skynyrd,1976,3.496666667,52,0.428
4946,Somebody's Baby,Jackson Browne,1997,4.378883333,61,0.741
4947,Houdini,Foster The People,2011,3.374433333,68,0.632
4948,All Along the Watchtower,Bob Dylan,1967,2.518216667,56,0.581
4949,Rock Me Amadeus - The Gold Mix,Falco,1985,3.3706,62,0.61
4950,Southtown,P.O.D.,1999,4.120883333,55,0.301
4951,Blues Power,Eric Clapton,1970,3.146666667,27,0.547
4952,Again,Flyleaf,2009,3.082,54,0.42
4953,Absolutely (Story of a Girl) - Radio Mix,Nine Days,2000,3.15555,67,0.481
4954,James Dean - 2013 Remaster,Eagles,1974,3.637816667,46,0.481
4955,Praise,Sevendust,2001,3.648216667,33,0.567
4956,Alabama - 2009 Remaster,Neil Young,1972,4.036666667,49,0.429
4957,Keep on Truckin',Hot Tuna,1972,3.67555,23,0.355
4958,The Zoo - 2015 Remaster,Scorpions,1980,5.507766667,43,0.42
4959,Thank You,HELLYEAH,2007,4.528433333,34,0.571
4960,Ukiah,The Doobie Brothers,1973,3.032216667,38,0.416
4961,Fresh Air - Remastered,Quicksilver Messenger Service,2007,5.326433333,46,0.452
4962,On The Roof Again,Eve 6,2000,3.097766667,35,0.603
4963,The First Cut Is the Deepest - Acoustic Version,Various Artists,2005,3.84955,53,0.638
4964,Dear Mr. Fantasy,Big Sugar,2003,4.9911,27,0.395
4965,Torn,Creed,1997,6.398883333,51,0.417
4966,Walkin' The Dog,Aerosmith,1973,3.2051,38,0.648
4967,All My Fault,Fenix TX,1999,2.820666667,46,0.508
4968,No Surprise - Edit,Theory of a Deadman,2005,3.661783333,38,0.473
4969,Control,Mutemath,2006,4.655766667,31,0.443
4970,Lost And Running,Powderfinger,2007,3.702666667,15,0.538
4971,You'll Accomp'ny Me,Bob Seger,1980,4.003766667,57,0.589
4972,Superconductor - 2004 Remaster,Rush,1989,4.789766667,38,0.504
4973,Riot,Three Days Grace,2006,3.459766667,62,0.185
4974,Wildflower,Various Artists,2010,4.173333333,38,0.458
4975,Cry Baby Cry - Remastered 2009,The Beatles,1968,3.034666667,49,0.517
4976,I Am Mine,Pearl Jam,2002,3.588883333,59,0.323
4977,Tv Dinners (Originally Performed by ZZ Top) [Vocal Version],Singer's Edge Karaoke,2014,3.823016667,0,0.816
4978,Before You Accuse Me,Eric Clapton,1989,3.952,48,0.692
4979,Long Time Running,The Tragically Hip,1991,4.384433333,51,0.416
4980,Headlong Flight,Rush,2012,7.341333333,32,0.429
4981,Baby Please Don't Go,The Amboy Dukes,1968,5.645316667,34,0.404
4982,Pieces Of Eight,Styx,1978,4.73555,37,0.376
4983,Everything Falls Apart,Dog's Eye View,1995,3.902216667,49,0.573
4984,Take Me To The Pilot,Elton John,1970,3.7771,53,0.403
4985,Driven To Tears,The Police,1980,3.342216667,50,0.615
4986,Standing in the Sun,Slash,2012,4.05955,33,0.471
4987,Come On - Stereo Version,Chuck Berry,1962,1.783766667,34,0.652
4988,Weak And Powerless,A Perfect Circle,2003,3.252216667,59,0.483
4989,Shadowplay,The Killers,2007,4.120666667,55,0.643
4990,Love Like Winter,AFI,2006,2.760883333,49,0.592
4991,Gallows Pole - Remaster,Led Zeppelin,1970,4.965483333,54,0.399
4992,You Don't Know How It Feels,Tom Petty,1994,4.824,66,0.765
4993,Wondrous Place,Billy Fury,1983,2.479333333,44,0.898
4994,Love In Vain,The Rolling Stones,1969,4.318433333,44,0.371
4995,It's A Hard Life - Remastered 2011,Queen,1984,4.116216667,61,0.42
4996,Jet City Woman - Remastered 2003,Queensrÿche,1990,5.35955,55,0.499
4997,Love Bites (So Do I),Halestorm,2012,3.188883333,51,0.542
4998,Walk On - 2016 Remaster,Neil Young,1974,2.702,47,0.415
4999,Honey Hush - Johnny Burnette And The Rock And Roll Trio,Johnny Burnette & The Rock 'N' Roll Trio,2016,2.02975,36,0.724
5000,Drop Dead Legs - 2015 Remaster,Van Halen,1984,4.236666667,57,0.5
5001,Simple Song,The Shins,2012,4.256666667,62,0.546
5002,Epiphany,Staind,2001,4.268883333,44,0.559
5003,One Day in Your Life,54-40,1987,4.254883333,40,0.656
5004,Sweating Bullets - Remastered 2004,Megadeth,1992,5.450666667,57,0.325
5005,Jambi,TOOL,2006,7.476883333,63,0.475
5006,Relay,The Who,2014,3.923416667,21,0.55
5007,La Villa Strangiato,Rush,1978,9.578883333,51,0.366
5008,Famous,Puddle Of Mudd,2007,3.27155,52,0.406
5009,Kid Charlemagne,Steely Dan,1976,4.646666667,49,0.546
5010,Pretty Please,Verbena,1999,2.856,6,0.55
5011,A Fool for Your Stockings,ZZ Top,1994,4.273316667,41,0.822
5012,Greedy Fly,Bush,2014,4.492216667,36,0.451
5013,Blue and Yellow,The Used,2002,3.3571,53,0.565
5014,Survival,Muse,2012,4.2911,57,0.557
5015,Dyers Eve (Remastered),Metallica,1988,5.217416667,46,0.404
5016,When Your Heart Stops Beating,44,2006,3.2131,53,0.416
5017,29 Palms - 2006 Remaster,Robert Plant,1993,4.8651,58,0.657
5018,An Old Fashioned Love Song,Three Dog Night,1993,3.844883333,45,0.46
5019,Undertow,Warpaint,2010,5.8871,45,0.495
5020,Sucked Out,Superdrag,1996,2.78,42,0.403
5021,Halos of the Son,Fuel,2007,3.47355,16,0.52
5022,Whiskey Hangover,Godsmack,2010,3.788433333,46,0.558
5023,Plastic Man - Mono Mix,The Kinks,1969,3.082666667,24,0.586
